#PeakID	Chr	Start	End	Strand
899	groupI	3927421	3927821	+
900	groupI	3928154	3928554	+
901	groupI	3931846	3932246	+
902	groupI	3932980	3933380	+
903	groupI	3933721	3934121	+
904	groupI	3940457	3940857	+
905	groupI	3941598	3941998	+
906	groupI	3942416	3942816	+
907	groupI	3945586	3945986	+
908	groupI	3952602	3953002	+
909	groupI	3954032	3954432	+
910	groupI	3958520	3958920	+
911	groupI	3963125	3963525	+
912	groupI	3965013	3965413	+
913	groupI	3979503	3979903	+
914	groupI	3980288	3980688	+
915	groupI	3983580	3983980	+
916	groupI	3989844	3990244	+
917	groupI	3991090	3991490	+
918	groupI	3993583	3993983	+
919	groupI	3996292	3996692	+
920	groupI	3999569	3999969	+
921	groupI	4000542	4000942	+
922	groupI	4003691	4004091	+
923	groupI	4004671	4005071	+
924	groupI	4007225	4007625	+
925	groupI	4007921	4008321	+
926	groupI	4011011	4011411	+
927	groupI	4013120	4013520	+
928	groupI	4014580	4014980	+
929	groupI	4015031	4015431	+
930	groupI	4015476	4015876	+
931	groupI	4016030	4016430	+
932	groupI	4019614	4020014	+
933	groupI	4020950	4021350	+
934	groupI	4021911	4022311	+
935	groupI	4022883	4023283	+
936	groupI	4023500	4023900	+
937	groupI	4025107	4025507	+
938	groupI	4028988	4029388	+
939	groupI	4029696	4030096	+
940	groupI	4030320	4030720	+
941	groupI	4031583	4031983	+
942	groupI	4032416	4032816	+
943	groupI	4037482	4037882	+
944	groupI	4039332	4039732	+
945	groupI	4040145	4040545	+
946	groupI	4044570	4044970	+
947	groupI	4047326	4047726	+
948	groupI	4052133	4052533	+
949	groupI	4054446	4054846	+
950	groupI	4056446	4056846	+
951	groupI	4057860	4058260	+
952	groupI	4062490	4062890	+
953	groupI	4065080	4065480	+
954	groupI	4065803	4066203	+
955	groupI	4073319	4073719	+
956	groupI	4073970	4074370	+
957	groupI	4078217	4078617	+
958	groupI	4081615	4082015	+
959	groupI	4087838	4088238	+
960	groupI	4089351	4089751	+
961	groupI	4091632	4092032	+
962	groupI	4093433	4093833	+
963	groupI	4099747	4100147	+
964	groupI	4100302	4100702	+
965	groupI	4102281	4102681	+
966	groupI	4106904	4107304	+
967	groupI	4109855	4110255	+
968	groupI	4110625	4111025	+
969	groupI	4112278	4112678	+
970	groupI	4113363	4113763	+
971	groupI	4114584	4114984	+
972	groupI	4115648	4116419	+
973	groupI	4117142	4117542	+
974	groupI	4117743	4118143	+
975	groupI	4119289	4119689	+
976	groupI	4120166	4120566	+
977	groupI	4123406	4123806	+
978	groupI	4127940	4128340	+
979	groupI	4128886	4129286	+
980	groupI	4130364	4130764	+
981	groupI	4159916	4160316	+
982	groupI	4161182	4161582	+
983	groupI	4162008	4162408	+
984	groupI	4162739	4163139	+
985	groupI	4164306	4164706	+
986	groupI	4169302	4169702	+
987	groupI	4172463	4172863	+
988	groupI	4192410	4192810	+
989	groupI	4194205	4194605	+
990	groupI	4196484	4196884	+
991	groupI	4199507	4199907	+
992	groupI	4205262	4205662	+
993	groupI	4212342	4212742	+
994	groupI	4212974	4213374	+
995	groupI	4219399	4219799	+
996	groupI	4224925	4225325	+
997	groupI	4226161	4226561	+
998	groupI	4233131	4233531	+
999	groupI	4233928	4234328	+
1000	groupI	4234652	4235052	+
1001	groupI	4240403	4240803	+
1002	groupI	4240956	4241356	+
1003	groupI	4257299	4257699	+
1004	groupI	4259049	4259449	+
1005	groupI	4262078	4262478	+
1006	groupI	4263403	4263803	+
1007	groupI	4265735	4266135	+
1008	groupI	4271277	4271677	+
1009	groupI	4274572	4274972	+
1010	groupI	4281894	4282294	+
1011	groupI	4282652	4283052	+
1012	groupI	4283490	4283890	+
1013	groupI	4285019	4285419	+
1014	groupI	4287541	4287941	+
1015	groupI	4288571	4288971	+
1016	groupI	4290411	4290811	+
1017	groupI	4294763	4295163	+
1018	groupI	4296925	4297325	+
1019	groupI	4298657	4299057	+
1020	groupI	4301558	4301958	+
1021	groupI	4301964	4302364	+
1022	groupI	4302703	4303103	+
1023	groupI	4303475	4303875	+
1024	groupI	4305731	4306131	+
1025	groupI	4316988	4317388	+
1026	groupI	4318092	4318492	+
1027	groupI	4319523	4319923	+
1028	groupI	4320087	4320487	+
1029	groupI	4327364	4327764	+
1030	groupI	4328339	4328739	+
1031	groupI	4332227	4332627	+
1032	groupI	4335095	4335495	+
1033	groupI	4335526	4335926	+
1034	groupI	4336303	4336703	+
1035	groupI	4336731	4337131	+
1036	groupI	4337493	4337893	+
1037	groupI	4338626	4339026	+
1038	groupI	4339538	4339938	+
1039	groupI	4341509	4341909	+
1040	groupI	4348586	4348986	+
1041	groupI	4353940	4354340	+
1042	groupI	4355199	4355599	+
1043	groupI	4355850	4356250	+
1044	groupI	4357229	4357629	+
1045	groupI	4360834	4361234	+
1046	groupI	4364045	4364445	+
1047	groupI	4368593	4368993	+
1048	groupI	4369944	4370344	+
1049	groupI	4371270	4371670	+
1050	groupI	4374682	4375082	+
1051	groupI	4375566	4375966	+
1052	groupI	4379367	4379767	+
1053	groupI	4382171	4382571	+
1054	groupI	4385444	4385844	+
1055	groupI	4386065	4386465	+
1056	groupI	4388303	4388703	+
1057	groupI	4389906	4390306	+
1058	groupI	4390551	4390951	+
1059	groupI	4392375	4392775	+
1060	groupI	4394820	4395220	+
1061	groupI	4395595	4395995	+
1062	groupI	4402431	4402831	+
1063	groupI	4409586	4409986	+
1064	groupI	4410442	4410842	+
1065	groupI	4411799	4412199	+
1066	groupI	4412357	4412757	+
1067	groupI	4416996	4417396	+
1068	groupI	4419248	4419648	+
1069	groupI	4420210	4420610	+
1070	groupI	4423265	4423665	+
1071	groupI	4424983	4425383	+
1072	groupI	4426638	4427038	+
1073	groupI	4427680	4428080	+
1074	groupI	4437270	4437670	+
1075	groupI	4438719	4439119	+
1076	groupI	4439764	4440164	+
1077	groupI	4442236	4442636	+
1078	groupI	4443852	4444252	+
1079	groupI	4450597	4450997	+
1080	groupI	4458445	4458845	+
1081	groupI	4461421	4461821	+
1082	groupI	4465816	4466216	+
1083	groupI	4466355	4466755	+
1084	groupI	4468527	4468927	+
1085	groupI	4469361	4469761	+
1086	groupI	4470727	4471127	+
1087	groupI	4475807	4476207	+
1088	groupI	4477942	4478342	+
1089	groupI	4479909	4480309	+
1090	groupI	4480862	4481262	+
1091	groupI	4483113	4483513	+
1092	groupI	4485631	4486031	+
1093	groupI	4494681	4495081	+
1094	groupI	4498152	4498552	+
1095	groupI	4499481	4499881	+
1096	groupI	4501271	4501671	+
1097	groupI	4512439	4512839	+
1098	groupI	4514887	4515287	+
1099	groupI	4521418	4521818	+
1100	groupI	4532465	4532865	+
1101	groupI	4533132	4533532	+
1102	groupI	4543564	4543964	+
1103	groupI	4544348	4544748	+
1104	groupI	4559474	4559874	+
1105	groupI	4574494	4574894	+
1106	groupI	4580067	4580636	+
1107	groupI	4582260	4582660	+
1108	groupI	4583489	4583889	+
1109	groupI	4585123	4585523	+
1110	groupI	4587726	4588126	+
1111	groupI	4591182	4591582	+
1112	groupI	4593196	4593596	+
1113	groupI	4594859	4595259	+
1114	groupI	4597436	4597836	+
1115	groupI	4601570	4601970	+
1116	groupI	4607464	4607864	+
1117	groupI	4612935	4613335	+
1118	groupI	4613867	4614267	+
1119	groupI	4614856	4615256	+
1120	groupI	4617594	4617994	+
1121	groupI	4618968	4619368	+
1122	groupI	4620004	4620404	+
1123	groupI	4626196	4626596	+
1124	groupI	4631842	4632242	+
1125	groupI	4633478	4633878	+
1126	groupI	4636547	4636947	+
1127	groupI	4642940	4643340	+
1128	groupI	4643650	4644050	+
1129	groupI	4649842	4650242	+
1130	groupI	4651796	4652196	+
1131	groupI	4656271	4656671	+
1132	groupI	4657105	4657505	+
1133	groupI	4657848	4658248	+
1134	groupI	4670563	4670963	+
1135	groupI	4672968	4673368	+
1136	groupI	4674267	4674667	+
1137	groupI	4676555	4676955	+
1138	groupI	4680475	4680875	+
1139	groupI	4683107	4683507	+
1140	groupI	4684524	4685322	+
1141	groupI	4686349	4686749	+
1142	groupI	4687323	4687723	+
1143	groupI	4687795	4688195	+
1144	groupI	4701679	4702079	+
1145	groupI	4703944	4704344	+
1146	groupI	4705707	4706107	+
1147	groupI	4709692	4710092	+
1148	groupI	4710350	4710750	+
1149	groupI	4713049	4713449	+
1150	groupI	4714561	4714961	+
1151	groupI	4716899	4717299	+
1152	groupI	4736048	4736448	+
1153	groupI	4736826	4737226	+
1154	groupI	4737457	4737857	+
1155	groupI	4748987	4749387	+
1156	groupI	4753004	4753404	+
1157	groupI	4755352	4755752	+
1158	groupI	4755832	4756232	+
1159	groupI	4756288	4756688	+
1160	groupI	4758201	4758601	+
1161	groupI	4759301	4759701	+
1162	groupI	4760541	4760941	+
1163	groupI	4762494	4762894	+
1164	groupI	4763021	4763421	+
1165	groupI	4764585	4764985	+
1166	groupI	4765511	4765911	+
1167	groupI	4767350	4767750	+
1168	groupI	4771527	4771927	+
1169	groupI	4772238	4772638	+
1170	groupI	4778945	4779345	+
1171	groupI	4785549	4785949	+
1172	groupI	4786118	4786518	+
1173	groupI	4787162	4787562	+
1174	groupI	4790584	4790984	+
1175	groupI	4792514	4792914	+
1176	groupI	4794430	4794830	+
1177	groupI	4796873	4797273	+
1178	groupI	4798636	4799036	+
1179	groupI	4799678	4800078	+
1180	groupI	4806567	4806967	+
1181	groupI	4813343	4813743	+
1182	groupI	4814662	4815062	+
1183	groupI	4817141	4817541	+
1184	groupI	4819039	4819439	+
1185	groupI	4824278	4824678	+
1186	groupI	4844204	4844604	+
1187	groupI	4845552	4845952	+
1188	groupI	4860966	4861366	+
1189	groupI	4862066	4862466	+
1190	groupI	4873125	4873525	+
1191	groupI	4875381	4875781	+
1192	groupI	4888887	4889287	+
1193	groupI	4889563	4889963	+
1194	groupI	4892141	4892541	+
1195	groupI	4922833	4923233	+
1196	groupI	4929876	4930276	+
1197	groupI	4936160	4936560	+
1198	groupI	4938742	4939142	+
1199	groupI	4954875	4955275	+
1200	groupI	4958769	4959169	+
1201	groupI	4959421	4959821	+
1202	groupI	4969270	4969670	+
1203	groupI	4994303	4994703	+
1204	groupI	4995096	4995496	+
1205	groupI	4995763	4996163	+
1206	groupI	4996833	4997233	+
1207	groupI	4997265	4997665	+
1208	groupI	5028564	5028964	+
1209	groupI	5036956	5037356	+
1210	groupI	5056066	5056466	+
1211	groupI	5058639	5059039	+
1212	groupI	5070707	5071107	+
1213	groupI	5123864	5124264	+
1214	groupI	5136760	5137160	+
1215	groupI	5137428	5137828	+
1216	groupI	5138493	5138893	+
1217	groupI	5139348	5139748	+
1218	groupI	5141602	5142002	+
1219	groupI	5143440	5143840	+
1220	groupI	5143944	5144344	+
1221	groupI	5149358	5149758	+
1222	groupI	5150809	5151209	+
1223	groupI	5233601	5234001	+
1224	groupI	5234681	5235081	+
1225	groupI	5237615	5238015	+
1226	groupI	5239737	5240137	+
1227	groupI	5314053	5314453	+
1228	groupI	5314814	5315214	+
1229	groupI	5316316	5316716	+
1230	groupI	5317801	5318201	+
1231	groupI	5326289	5326689	+
1232	groupI	5330563	5330963	+
1233	groupI	5332664	5333064	+
1234	groupI	5333725	5334125	+
1235	groupI	5335470	5335870	+
1236	groupI	5336425	5336825	+
1237	groupI	5337966	5338366	+
1238	groupI	5339488	5339888	+
1239	groupI	5341894	5342294	+
1240	groupI	5348863	5349263	+
1241	groupI	5350014	5350414	+
1242	groupI	5351262	5351662	+
1243	groupI	5354734	5355134	+
1244	groupI	5358939	5359339	+
1245	groupI	5359842	5360242	+
1246	groupI	5362197	5362597	+
1247	groupI	5365515	5365915	+
1248	groupI	5387976	5388376	+
1249	groupI	5390565	5390965	+
1250	groupI	5412499	5412899	+
1251	groupI	5426363	5426763	+
1252	groupI	5439448	5439848	+
1253	groupI	5444092	5444492	+
1254	groupI	5449282	5449682	+
1255	groupI	5477110	5477510	+
1256	groupI	5506636	5507036	+
1257	groupI	5507926	5508326	+
1258	groupI	5508808	5509208	+
1259	groupI	5510593	5510993	+
1260	groupI	5517212	5517612	+
1261	groupI	5532742	5533142	+
1262	groupI	5536346	5536746	+
1263	groupI	5536860	5537260	+
1264	groupI	5537374	5537774	+
1265	groupI	5543132	5543532	+
1266	groupI	5544837	5545237	+
1267	groupI	5547558	5547958	+
1268	groupI	5553212	5553612	+
1269	groupI	5556805	5557205	+
1270	groupI	5557626	5558026	+
1271	groupI	5561155	5561555	+
1272	groupI	5563173	5563573	+
1273	groupI	5563866	5564266	+
1274	groupI	5564881	5565281	+
1275	groupI	5566019	5566419	+
1276	groupI	5567922	5568322	+
1277	groupI	5574325	5574725	+
1278	groupI	5584724	5585124	+
1279	groupI	5587515	5587915	+
1280	groupI	5596709	5597109	+
1281	groupI	5598078	5598478	+
1282	groupI	5598681	5599081	+
1283	groupI	5599668	5600068	+
1284	groupI	5603268	5603668	+
1285	groupI	5606106	5606506	+
1286	groupI	5609271	5609671	+
1287	groupI	5611810	5612210	+
1288	groupI	5613261	5613661	+
1289	groupI	5615916	5616316	+
1290	groupI	5617400	5617800	+
1291	groupI	5618865	5619265	+
1292	groupI	5620277	5620677	+
1293	groupI	5620785	5621185	+
1294	groupI	5621280	5621680	+
1295	groupI	5622751	5623151	+
1296	groupI	5635202	5635602	+
1297	groupI	5642033	5642433	+
1298	groupI	5643487	5643887	+
1299	groupI	5651216	5651616	+
1300	groupI	5652170	5652570	+
1301	groupI	5652832	5653232	+
1302	groupI	5666128	5666528	+
1303	groupI	5668606	5669006	+
1304	groupI	5669526	5669926	+
1305	groupI	5671917	5672317	+
1306	groupI	5673592	5673992	+
1307	groupI	5675133	5675533	+
1308	groupI	5677002	5677402	+
1309	groupI	5680835	5681235	+
1310	groupI	5682080	5682480	+
1311	groupI	5682723	5683123	+
1312	groupI	5683538	5683938	+
1313	groupI	5684543	5684943	+
1314	groupI	5685829	5686229	+
1315	groupI	5687964	5688364	+
1316	groupI	5691968	5692368	+
1317	groupI	5695519	5695919	+
1318	groupI	5697167	5697567	+
1319	groupI	5699817	5700217	+
1320	groupI	5700779	5701179	+
1321	groupI	5707025	5707425	+
1322	groupI	5710702	5711482	+
1323	groupI	5711901	5712301	+
1324	groupI	5713180	5713580	+
1325	groupI	5720176	5720576	+
1326	groupI	5723146	5723546	+
1327	groupI	5727699	5728099	+
1328	groupI	5729015	5729415	+
1329	groupI	5729976	5730376	+
1330	groupI	5731480	5731880	+
1331	groupI	5732158	5732558	+
1332	groupI	5732985	5733385	+
1333	groupI	5733777	5734177	+
1334	groupI	5741879	5742279	+
1335	groupI	5742589	5742989	+
1336	groupI	5745053	5745453	+
1337	groupI	5745819	5746219	+
1338	groupI	5747365	5747765	+
1339	groupI	5748807	5749207	+
1340	groupI	5751599	5751999	+
1341	groupI	5753177	5753577	+
1342	groupI	5754081	5754481	+
1343	groupI	5758039	5758439	+
1344	groupI	5758576	5758976	+
1345	groupI	5759844	5760244	+
1346	groupI	5761264	5761664	+
1347	groupI	5762772	5763172	+
1348	groupI	5766182	5766582	+
1349	groupI	5774640	5775040	+
1350	groupI	5776030	5776430	+
1351	groupI	5779876	5780276	+
1352	groupI	5780637	5781037	+
1353	groupI	5782175	5782575	+
1354	groupI	5783768	5784168	+
1355	groupI	5804885	5805285	+
1356	groupI	5805934	5806334	+
1357	groupI	5807746	5808146	+
1358	groupI	5808783	5809183	+
1359	groupI	5810131	5810531	+
1360	groupI	5812923	5813323	+
1361	groupI	5826230	5826630	+
1362	groupI	5833424	5833824	+
1363	groupI	5836168	5836568	+
1364	groupI	5838030	5838430	+
1365	groupI	5839194	5839594	+
1366	groupI	5843438	5843838	+
1367	groupI	5845052	5845452	+
1368	groupI	5845795	5846195	+
1369	groupI	5847747	5848147	+
1370	groupI	5856594	5856994	+
1371	groupI	5857691	5858091	+
1372	groupI	5858271	5858671	+
1373	groupI	5859817	5860217	+
1374	groupI	5861355	5861755	+
1375	groupI	5862641	5863041	+
1376	groupI	5865501	5865901	+
1377	groupI	5867692	5868092	+
1378	groupI	5869290	5869690	+
1379	groupI	5871040	5871440	+
1380	groupI	5874300	5874700	+
1381	groupI	5875603	5876003	+
1382	groupI	5876126	5876526	+
1383	groupI	5876830	5877230	+
1384	groupI	5881129	5881529	+
1385	groupI	5882477	5882877	+
1386	groupI	5883898	5884298	+
1387	groupI	5896708	5897108	+
1388	groupI	5898301	5898701	+
1389	groupI	5900336	5900736	+
1390	groupI	5905552	5905952	+
1391	groupI	5906220	5906620	+
1392	groupI	5908060	5908460	+
1393	groupI	5910933	5911333	+
1394	groupI	5912027	5912427	+
1395	groupI	5914375	5914775	+
1396	groupI	5915499	5915899	+
1397	groupI	5916821	5917221	+
1398	groupI	5917484	5917884	+
1399	groupI	5921191	5921591	+
1400	groupI	5925801	5926201	+
1401	groupI	5928256	5928656	+
1402	groupI	5930080	5930480	+
1403	groupI	5937094	5937494	+
1404	groupI	5941969	5942369	+
1405	groupI	5945791	5946191	+
1406	groupI	5947293	5947693	+
1407	groupI	5952067	5952467	+
1408	groupI	5953559	5953959	+
1409	groupI	5957404	5957804	+
1410	groupI	5963720	5964120	+
1411	groupI	5964754	5965154	+
1412	groupI	5977178	5977578	+
1413	groupI	5980303	5980703	+
1414	groupI	5982207	5982607	+
1415	groupI	5984065	5984465	+
1416	groupI	5995797	5996197	+
1417	groupI	6000649	6001049	+
1418	groupI	6008193	6008593	+
1419	groupI	6010840	6011240	+
1420	groupI	6021238	6021638	+
1421	groupI	6022176	6022576	+
1422	groupI	6042650	6043050	+
1423	groupI	6044662	6045062	+
1424	groupI	6046764	6047164	+
1425	groupI	6049876	6050276	+
1426	groupI	6051319	6051719	+
1427	groupI	6054473	6054873	+
1428	groupI	6055650	6056050	+
1429	groupI	6058725	6059125	+
1430	groupI	6069950	6070350	+
1431	groupI	6072745	6073145	+
1432	groupI	6079101	6079501	+
1433	groupI	6081454	6081854	+
1434	groupI	6082186	6082586	+
1435	groupI	6086113	6086513	+
1436	groupI	6089792	6090192	+
1437	groupI	6101696	6102096	+
1438	groupI	6103978	6104378	+
1439	groupI	6104513	6104913	+
1440	groupI	6113162	6113562	+
1441	groupI	6119054	6119454	+
1442	groupI	6122972	6123372	+
1443	groupI	6125265	6125665	+
1444	groupI	6125753	6126464	+
1445	groupI	6136861	6137261	+
1446	groupI	6140218	6140618	+
1447	groupI	6147508	6147908	+
1448	groupI	6148364	6148764	+
1449	groupI	6149096	6149496	+
1450	groupI	6149848	6150248	+
1451	groupI	6151950	6152350	+
1452	groupI	6153097	6153497	+
1453	groupI	6156097	6156497	+
1454	groupI	6156499	6156899	+
1455	groupI	6158534	6158934	+
1456	groupI	6160480	6160880	+
1457	groupI	6166995	6167395	+
1458	groupI	6167976	6168376	+
1459	groupI	6170135	6170535	+
1460	groupI	6170826	6171226	+
1461	groupI	6172814	6173214	+
1462	groupI	6173993	6174393	+
1463	groupI	6175133	6175533	+
1464	groupI	6177243	6177643	+
1465	groupI	6190882	6191282	+
1466	groupI	6205481	6205881	+
1467	groupI	6208043	6208443	+
1468	groupI	6210877	6211277	+
1469	groupI	6212689	6213089	+
1470	groupI	6229788	6230188	+
1471	groupI	6236303	6236703	+
1472	groupI	6239479	6239879	+
1473	groupI	6242310	6242710	+
1474	groupI	6243627	6244027	+
1475	groupI	6245753	6246153	+
1476	groupI	6252592	6252992	+
1477	groupI	6266308	6266708	+
1478	groupI	6281623	6282023	+
1479	groupI	6282788	6283188	+
1480	groupI	6297542	6297942	+
1481	groupI	6300627	6301027	+
1482	groupI	6301396	6301796	+
1483	groupI	6302163	6302563	+
1484	groupI	6303269	6303669	+
1485	groupI	6306681	6307081	+
1486	groupI	6310109	6310509	+
1487	groupI	6311523	6311923	+
1488	groupI	6313164	6313564	+
1489	groupI	6320861	6321261	+
1490	groupI	6327421	6327821	+
1491	groupI	6333832	6334232	+
1492	groupI	6335150	6335550	+
1493	groupI	6336408	6336808	+
1494	groupI	6339748	6340148	+
1495	groupI	6344131	6344531	+
1496	groupI	6344774	6345174	+
1497	groupI	6346661	6347061	+
1498	groupI	6357150	6357550	+
1499	groupI	6363951	6364351	+
1500	groupI	6365648	6366048	+
1501	groupI	6366675	6367075	+
1502	groupI	6367561	6367961	+
1503	groupI	6385511	6385911	+
1504	groupI	6387523	6387923	+
1505	groupI	6392896	6393296	+
1506	groupI	6393727	6394127	+
1507	groupI	6394880	6395280	+
1508	groupI	6395467	6395867	+
1509	groupI	6401997	6402397	+
1510	groupI	6404980	6405380	+
1511	groupI	6414984	6415384	+
1512	groupI	6417909	6418309	+
1513	groupI	6426097	6426497	+
1514	groupI	6431102	6431502	+
1515	groupI	6448414	6448814	+
1516	groupI	6450382	6450782	+
1517	groupI	6457494	6457894	+
1518	groupI	6459094	6459494	+
1519	groupI	6469148	6469548	+
1520	groupI	6475588	6476349	+
1521	groupI	6501554	6501954	+
1522	groupI	6506374	6506774	+
1523	groupI	6511379	6511779	+
1524	groupI	6623794	6624194	+
1525	groupI	6666274	6666674	+
1526	groupI	6677687	6678087	+
1527	groupI	6713210	6713610	+
1528	groupI	6725084	6725484	+
1529	groupI	6726593	6726993	+
1530	groupI	6728726	6729126	+
1531	groupI	6729141	6729541	+
1532	groupI	6730849	6731249	+
1533	groupI	6731449	6731849	+
1534	groupI	6749378	6749778	+
1535	groupI	6753595	6753995	+
1536	groupI	6754627	6755027	+
1537	groupI	6755509	6755909	+
1538	groupI	6756503	6756903	+
1539	groupI	6762385	6762785	+
1540	groupI	6768252	6768652	+
1541	groupI	6770730	6771130	+
1542	groupI	6771380	6771780	+
1543	groupI	6771812	6772212	+
1544	groupI	6777154	6777554	+
1545	groupI	6777857	6778257	+
1546	groupI	6788508	6788908	+
1547	groupI	6789156	6789556	+
1548	groupI	6791819	6792219	+
1549	groupI	6792283	6792683	+
1550	groupI	6794912	6795312	+
1551	groupI	6795989	6796389	+
1552	groupI	6796995	6797395	+
